precinct_id,CVAP_TOT24
CROWLEY - 025004,495
CROWLEY - 025005,1155
CROWLEY - 025006,431
CUSTER - 027001,2313
CUSTER - 027002,603
CUSTER - 027003,1563
DELTA - 029001,1800
DELTA - 029002,1109
DELTA - 029003,1367
DELTA - 029004,1625
DELTA - 029005,785
DELTA - 029006,1304
DELTA - 029007,1196
DELTA - 029008,1440
DELTA - 029009,1334
DELTA - 029010,1275
DELTA - 029011,1180
DELTA - 029012,969
DELTA - 029013,953
DELTA - 029014,1258
DELTA - 029015,1629
DELTA - 029016,1105
DELTA - 029017,1548
DELTA - 029018,1255
DELTA - 029019,1130
DELTA - 029020,923
DENVER - 031101,2274
DENVER - 031102,2005
DENVER - 031103,1819
DENVER - 031104,1943
DENVER - 031105,1586
DENVER - 031106,1643
DENVER - 031107,2138
DENVER - 031108,1739
DENVER - 031109,1451
DENVER - 031110,1432
DENVER - 031111,2087
DENVER - 031112,1302
DENVER - 031113,1169
DENVER - 031114,1337
DENVER - 031115,560
DENVER - 031116,1362
DENVER - 031117,1309
DENVER - 031118,2448
DENVER - 031119,2475
DENVER - 031120,2064
DENVER - 031121,1358
DENVER - 031122,1559
DENVER - 031123,1978
DENVER - 031124,1473
DENVER - 031125,1492
DENVER - 031126,1653
DENVER - 031127,2118
DENVER - 031128,810
DENVER - 031129,674
DENVER - 031130,1652
DENVER - 031131,1314
DENVER - 031132,1483
DENVER - 031201,2615
DENVER - 031202,2123
DENVER - 031203,1252
DENVER - 031204,2051
DENVER - 031205,1490
DENVER - 031206,1977
DENVER - 031207,1731
DENVER - 031208,1938
DENVER - 031209,1434
DENVER - 031210,1643
DENVER - 031211,1103
DENVER - 031212,1827
DENVER - 031213,1352
DENVER - 031214,1326
DENVER - 031215,2283
DENVER - 031216,1618
DENVER - 031217,1180
DENVER - 031218,1938
DENVER - 031219,3025
DENVER - 031220,2791
DENVER - 031221,2037
DENVER - 031222,1226
DENVER - 031223,856
DENVER - 031224,1781
DENVER - 031225,887
DENVER - 031226,1005
DENVER - 031227,1031
DENVER - 031228,601
DENVER - 031229,1174
DENVER - 031230,862
DENVER - 031231,939
DENVER - 031232,1901
DENVER - 031233,2604
DENVER - 031234,1666
DENVER - 031235,1609
DENVER - 031236,1150
DENVER - 031237,2624
DENVER - 031238,3378
DENVER - 031239,1476
DENVER - 031240,1341
DENVER - 031241,1150
DENVER - 031242,1106
DENVER - 031243,1305
DENVER - 031244,1428
DENVER - 031245,1373
DENVER - 031246,1086
DENVER - 031247,1284
DENVER - 031248,1357
DENVER - 031249,1254
DENVER - 031250,1108
DENVER - 031401,1909
DENVER - 031402,2056
DENVER - 031403,1360
DENVER - 031404,1372
DENVER - 031405,1510
DENVER - 031406,1086
DENVER - 031407,1524
DENVER - 031408,1549
DENVER - 031409,1341
DENVER - 031410,1265
DENVER - 031411,1250
DENVER - 031412,1726
DENVER - 031413,1795
DENVER - 031414,1453
DENVER - 031415,2368
DENVER - 031416,1586
DENVER - 031417,1182
DENVER - 031418,2101
DENVER - 031419,1329
DENVER - 031420,1607
DENVER - 031421,1835
DENVER - 031422,1674
DENVER - 031423,2209
DENVER - 031424,2562
DENVER - 031425,1383
DENVER - 031426,3999
DENVER - 031427,545
DENVER - 031428,2070
DENVER - 031429,1363
DENVER - 031430,1269
DENVER - 031431,2033
DENVER - 031432,1338
DENVER - 031433,1498
DENVER - 031434,1775
DENVER - 031435,1369
DENVER - 031436,2010
DENVER - 031501,1700
DENVER - 031502,1406
DENVER - 031503,1899
DENVER - 031504,1312
DENVER - 031505,1228
DENVER - 031506,1400
DENVER - 031507,1993
DENVER - 031508,1212
DENVER - 031509,1690
DENVER - 031510,2194
DENVER - 031511,1741
DENVER - 031512,2176
DENVER - 031513,5157
DENVER - 031514,2066
DENVER - 031515,6950
DENVER - 031516,879
DENVER - 031517,1238
DENVER - 031518,1581
DENVER - 031519,2061
DENVER - 031520,1234
DENVER - 031521,1680
DENVER - 031522,4620
DENVER - 031523,2192
DENVER - 031524,1852
DENVER - 031525,2363
DENVER - 031526,1595
DENVER - 031527,2662
DENVER - 031528,2428
DENVER - 031529,3985
DENVER - 031530,151
DENVER - 031531,2193
DENVER - 031532,705
DENVER - 031533,2005
DENVER - 031534,1272
DENVER - 031535,1704
DENVER - 031536,1574
DENVER - 031537,1542
DENVER - 031538,1365
DENVER - 031539,1712
DENVER - 031601,654
DENVER - 031602,1290
DENVER - 031603,938
DENVER - 031604,1893
DENVER - 031605,1071
DENVER - 031606,1157
DENVER - 031607,782
DENVER - 031608,1192
DENVER - 031609,245
DENVER - 031610,333
DENVER - 031611,991
DENVER - 031612,1086
DENVER - 031613,1171
DENVER - 031614,537
DENVER - 031615,1073
DENVER - 031616,1467
DENVER - 031617,947
DENVER - 031618,779
DENVER - 031619,1372
DENVER - 031620,2249
DENVER - 031621,1309
DENVER - 031622,964
DENVER - 031623,1190
DENVER - 031624,1260
DENVER - 031625,1025
DENVER - 031626,1185
DENVER - 031627,967
DENVER - 031628,1442
DENVER - 031629,1617
DENVER - 031630,886
DENVER - 031631,2961
DENVER - 031632,1359
DENVER - 031633,1105
DENVER - 031634,1188
DENVER - 031635,1924
DENVER - 031636,1097
DENVER - 031637,1343
DENVER - 031638,488
DENVER - 031639,1014
DENVER - 031640,1531
DENVER - 031641,1591
DENVER - 031642,964
DENVER - 031643,1143
DENVER - 031644,1156
DENVER - 031645,1064
DENVER - 031646,2478
DENVER - 031647,1398
DENVER - 031648,1605
DENVER - 031649,2950
DENVER - 031650,1299
DENVER - 031651,2379
DENVER - 031652,1255
DENVER - 031701,1437
DENVER - 031702,1489
DENVER - 031703,609
DENVER - 031704,950
DENVER - 031705,1734
DENVER - 031706,1109
DENVER - 031707,744
DENVER - 031708,3487
DENVER - 031709,988
DENVER - 031710,903
DENVER - 031711,398
DENVER - 031712,325
DENVER - 031713,1396
DENVER - 031714,1176
DENVER - 031715,1112
DENVER - 031716,1798
DENVER - 031717,1056
DENVER - 031718,1021
DENVER - 031719,951
DENVER - 031720,1574
DENVER - 031721,931
DENVER - 031722,1678
DENVER - 031723,1022
DENVER - 031724,1164
DENVER - 031725,1158
DENVER - 031726,1385
DENVER - 031727,1438
DENVER - 031728,3807
DENVER - 031729,4209
DENVER - 031730,2293
DENVER - 031731,2027
DENVER - 031732,1244
DENVER - 031733,4301
DENVER - 031734,1780
DENVER - 031735,1571
DENVER - 031736,1047
DENVER - 031737,1253
DENVER - 031738,1128
DENVER - 031739,1864
DENVER - 031740,1023
DENVER - 031741,1275
DENVER - 031742,2841
DENVER - 031743,768
DENVER - 031744,8077
DENVER - 031801,1457
DENVER - 031802,1175
DENVER - 031803,1117
DENVER - 031804,757
DENVER - 031805,939
DENVER - 031806,2245
DENVER - 031807,1093
DENVER - 031808,1167
DENVER - 031809,2224
DENVER - 031810,2000
DENVER - 031811,1407
DENVER - 031812,1136
DENVER - 031813,1128
DENVER - 031814,880
DENVER - 031815,701
DENVER - 031816,750
DENVER - 031817,933
DENVER - 031818,768
DENVER - 031819,1087
DENVER - 031820,1154
DENVER - 031821,685
DENVER - 031822,868
DENVER - 031823,1206
DENVER - 031824,1218
DENVER - 031825,1003
DENVER - 031826,1459
DENVER - 031827,1531
DENVER - 031828,2021
DENVER - 031829,1684
DENVER - 031830,1186
DENVER - 031831,863
DENVER - 031832,935
DENVER - 031833,1273
DENVER - 031834,899
DENVER - 031835,1149
DENVER - 031836,1155
DENVER - 031837,1556
DENVER - 031838,1454
DENVER - 031839,596
DENVER - 031840,618
DENVER - 031841,1510
DENVER - 031842,1242
DENVER - 031843,1210
DENVER - 031844,1823
DENVER - 031845,1198
DENVER - 031846,1171
DENVER - 031847,748
DENVER - 031848,1513
DENVER - 031849,1406
DENVER - 031850,1270
DENVER - 031851,1492
DENVER - 031852,978
DENVER - 031853,825
DENVER - 031854,1258
DENVER - 031855,2973
DENVER - 031901,2169
DENVER - 031902,3083
DENVER - 031903,1406
DENVER - 031904,1346
DENVER - 031905,343
DENVER - 031906,1560
DENVER - 031907,2221
DENVER - 031908,1385
DENVER - 031909,1515
DENVER - 031910,1804
DENVER - 031911,2627
DENVER - 031912,1655
DENVER - 031913,1849
DENVER - 031914,1364
DENVER - 031915,930
DENVER - 031916,2254
DENVER - 031917,1631
DENVER - 031918,1486
DENVER - 031919,1385
DENVER - 031920,1449
DENVER - 031921,2124
DENVER - 031922,1970
DENVER - 031923,1543
DENVER - 031924,2443
DENVER - 031925,731
DENVER - 031926,777
DENVER - 031927,1342
DENVER - 031928,694
DENVER - 031929,1489
DENVER - 031930,808
DENVER - 031931,672
DENVER - 031932,1448
DENVER - 031933,814
DENVER - 031934,989
DENVER - 031935,3996
DENVER - 031936,1934
DENVER - 031937,1182
DENVER - 031938,1765
DOLORES - 033001,310
DOLORES - 033002,269
DOLORES - 033003,429
DOLORES - 033004,1076
DOUGLAS - 035101,3838
DOUGLAS - 035102,1659
DOUGLAS - 035103,2591
DOUGLAS - 035104,581
DOUGLAS - 035105,2051
DOUGLAS - 035106,414
DOUGLAS - 035107,1009
DOUGLAS - 035108,1588
DOUGLAS - 035109,1729
DOUGLAS - 035110,1774
DOUGLAS - 035111,1278
DOUGLAS - 035112,3812
DOUGLAS - 035113,1766
DOUGLAS - 035114,2959
DOUGLAS - 035115,1468
DOUGLAS - 035116,1893
DOUGLAS - 035117,1921
DOUGLAS - 035201,3392
DOUGLAS - 035202,2586
DOUGLAS - 035203,1662
DOUGLAS - 035204,1533
DOUGLAS - 035205,2024
DOUGLAS - 035206,1046
DOUGLAS - 035207,1348
DOUGLAS - 035208,1955
DOUGLAS - 035209,1540
DOUGLAS - 035210,2500
DOUGLAS - 035211,1808
DOUGLAS - 035212,1508
DOUGLAS - 035213,1124
DOUGLAS - 035214,683
DOUGLAS - 035215,909
DOUGLAS - 035216,875
DOUGLAS - 035217,1460
DOUGLAS - 035218,1086
DOUGLAS - 035219,1039
DOUGLAS - 035220,1431
DOUGLAS - 035221,844
DOUGLAS - 035222,1401
DOUGLAS - 035223,2030
DOUGLAS - 035224,1702
DOUGLAS - 035225,1801
DOUGLAS - 035226,1110
DOUGLAS - 035227,1790
DOUGLAS - 035228,934
DOUGLAS - 035229,1102
DOUGLAS - 035230,946
DOUGLAS - 035231,1631
DOUGLAS - 035232,1026
DOUGLAS - 035233,1775
DOUGLAS - 035234,909
DOUGLAS - 035235,1900
DOUGLAS - 035236,1770
DOUGLAS - 035237,1178
DOUGLAS - 035238,1228
DOUGLAS - 035239,1815
DOUGLAS - 035240,2185
DOUGLAS - 035241,1184
DOUGLAS - 035242,1088
DOUGLAS - 035243,1851
DOUGLAS - 035244,1453
DOUGLAS - 035245,2135
DOUGLAS - 035246,1703
DOUGLAS - 035247,1558
DOUGLAS - 035248,1239
DOUGLAS - 035249,1612
DOUGLAS - 035250,1459
DOUGLAS - 035251,1019
DOUGLAS - 035252,1372
DOUGLAS - 035253,1370
DOUGLAS - 035254,1471
DOUGLAS - 035255,1295
DOUGLAS - 035256,1001
DOUGLAS - 035257,3351
DOUGLAS - 035258,1640
DOUGLAS - 035259,1348
DOUGLAS - 035260,1783
DOUGLAS - 035261,1858
DOUGLAS - 035262,2572
DOUGLAS - 035263,2281
DOUGLAS - 035264,3154
DOUGLAS - 035265,1737
DOUGLAS - 035266,1663
DOUGLAS - 035301,4164
DOUGLAS - 035302,2328
DOUGLAS - 035303,1926
DOUGLAS - 035304,3035
DOUGLAS - 035305,3509
DOUGLAS - 035306,1216
DOUGLAS - 035307,1677
DOUGLAS - 035308,1928
DOUGLAS - 035309,2827
DOUGLAS - 035310,643
DOUGLAS - 035311,1859
DOUGLAS - 035312,1046
DOUGLAS - 035313,967
DOUGLAS - 035314,844
DOUGLAS - 035315,1787
DOUGLAS - 035316,2752
DOUGLAS - 035317,1163
DOUGLAS - 035318,1248
DOUGLAS - 035319,1020
DOUGLAS - 035320,1336
DOUGLAS - 035321,2289
DOUGLAS - 035322,1889
DOUGLAS - 035323,1139
DOUGLAS - 035324,1778
DOUGLAS - 035325,1372
DOUGLAS - 035326,2034
DOUGLAS - 035327,3171
DOUGLAS - 035328,2393
DOUGLAS - 035329,1896
DOUGLAS - 035330,2488
DOUGLAS - 035331,1721
DOUGLAS - 035332,2753
DOUGLAS - 035333,1862
DOUGLAS - 035334,1834
DOUGLAS - 035335,883
DOUGLAS - 035336,1572
DOUGLAS - 035337,1432
DOUGLAS - 035338,2883
DOUGLAS - 035339,2874
DOUGLAS - 035340,1557
DOUGLAS - 035341,1197
DOUGLAS - 035342,1677
DOUGLAS - 035343,2044
DOUGLAS - 035344,3265
DOUGLAS - 035345,1430
DOUGLAS - 035346,1308
DOUGLAS - 035347,1164
DOUGLAS - 035348,1694
DOUGLAS - 035349,3556
DOUGLAS - 035350,1435
DOUGLAS - 035351,3429
DOUGLAS - 035352,1479
DOUGLAS - 035353,1546
DOUGLAS - 035354,3138
DOUGLAS - 035401,1620
DOUGLAS - 035402,796
DOUGLAS - 035403,438
DOUGLAS - 035404,1563
DOUGLAS - 035405,1603
DOUGLAS - 035406,771
DOUGLAS - 035501,3951
DOUGLAS - 035502,1426
DOUGLAS - 035503,1922
DOUGLAS - 035504,2091
DOUGLAS - 035505,1461
DOUGLAS - 035506,2919
DOUGLAS - 035507,2236
DOUGLAS - 035508,1736
DOUGLAS - 035509,1950
DOUGLAS - 035510,4820
DOUGLAS - 035511,1240
DOUGLAS - 035512,1743
EAGLE - 037001,223
EAGLE - 037002,884
EAGLE - 037003,753
EAGLE - 037004,1110
EAGLE - 037005,1929
EAGLE - 037006,1312
EAGLE - 037007,1507
EAGLE - 037008,404
EAGLE - 037009,1007
EAGLE - 037010,160
EAGLE - 037011,1299
EAGLE - 037012,1435
EAGLE - 037013,1036
EAGLE - 037014,831
EAGLE - 037015,1406
EAGLE - 037016,759
EAGLE - 037017,1078
EAGLE - 037018,1292
EAGLE - 037019,2521
EAGLE - 037020,684
EAGLE - 037021,294
EAGLE - 037022,2652
EAGLE - 037023,1998
EAGLE - 037024,2165
EAGLE - 037025,1424
EAGLE - 037026,1846
EAGLE - 037027,2279
EAGLE - 037028,1163
EAGLE - 037029,2115
EAGLE - 037030,1573
EL PASO - 041101,1474
EL PASO - 041102,1521
EL PASO - 041103,2030
EL PASO - 041104,2128
EL PASO - 041105,1588
EL PASO - 041106,2151
EL PASO - 041107,2350
EL PASO - 041108,1490
EL PASO - 041109,246
EL PASO - 041110,1566
EL PASO - 041111,1771
EL PASO - 041112,2126
EL PASO - 041113,1732
EL PASO - 041114,2443
EL PASO - 041115,1433
EL PASO - 041116,1787
EL PASO - 041117,2018
EL PASO - 041118,2631
EL PASO - 041119,2174
EL PASO - 041120,1650
EL PASO - 041121,3818
EL PASO - 041122,3470
EL PASO - 041123,2805
EL PASO - 041124,1393
EL PASO - 041125,2050
EL PASO - 041126,2178
EL PASO - 041127,2831
EL PASO - 041128,2067
EL PASO - 041129,2858
EL PASO - 041130,1948
EL PASO - 041131,2089
EL PASO - 041132,1488
EL PASO - 041133,1377
EL PASO - 041134,1608
EL PASO - 041135,712
EL PASO - 041136,1653
EL PASO - 041137,1218
EL PASO - 041138,1119
EL PASO - 041139,2208
EL PASO - 041140,1667
EL PASO - 041141,1970
EL PASO - 041142,2474
EL PASO - 041143,1257
EL PASO - 041144,1650
EL PASO - 041145,1758
EL PASO - 041146,1094
EL PASO - 041147,1736
EL PASO - 041148,2733
EL PASO - 041149,2169
EL PASO - 041150,1620
EL PASO - 041151,2072
EL PASO - 041152,1978
EL PASO - 041153,2023
EL PASO - 041154,3400
EL PASO - 041155,1237
EL PASO - 041156,1278
EL PASO - 041157,2154
EL PASO - 041158,2104
EL PASO - 041159,307
EL PASO - 041160,2118
EL PASO - 041161,1402
EL PASO - 041162,1753
EL PASO - 041163,1741
EL PASO - 041164,1832
EL PASO - 041165,2090
EL PASO - 041166,2913
EL PASO - 041167,1875
EL PASO - 041168,1556
EL PASO - 041169,2761
EL PASO - 041170,2042
EL PASO - 041171,1480
EL PASO - 041172,1538
EL PASO - 041173,2179
EL PASO - 041174,1201
EL PASO - 041175,897
EL PASO - 041176,3328
EL PASO - 041177,1764
EL PASO - 041178,2013
EL PASO - 041179,1854
EL PASO - 041180,2372
EL PASO - 041181,217
EL PASO - 041182,2388
EL PASO - 041183,1773
EL PASO - 041184,2560
EL PASO - 041185,2260
EL PASO - 041186,2632
EL PASO - 041187,2597
EL PASO - 041188,2605
EL PASO - 041189,1991
EL PASO - 041190,1252
EL PASO - 041191,2762
EL PASO - 041192,2447
EL PASO - 041193,1693
EL PASO - 041194,1525
EL PASO - 041195,1866
EL PASO - 041196,1279
EL PASO - 041197,1508
EL PASO - 041198,1712
EL PASO - 041199,1335
EL PASO - 041200,5705
EL PASO - 041201,1818
EL PASO - 041202,1492
EL PASO - 041203,1322
EL PASO - 041204,1677
EL PASO - 041205,2246
EL PASO - 041206,1366
EL PASO - 041207,2203
EL PASO - 041208,1612
EL PASO - 041209,1889
EL PASO - 041210,1639
EL PASO - 041211,1437
EL PASO - 041212,1861
EL PASO - 041213,896
EL PASO - 041214,1531
EL PASO - 041215,2327
EL PASO - 041216,4500
EL PASO - 041217,2871
EL PASO - 041218,1212
EL PASO - 041219,1521
EL PASO - 041220,2631
EL PASO - 041221,1761
EL PASO - 041222,2975
EL PASO - 041223,2461
EL PASO - 041224,1900
EL PASO - 041225,5547
EL PASO - 041226,966
EL PASO - 041230,1429
EL PASO - 041231,1833
EL PASO - 041232,1696
EL PASO - 041233,1378
EL PASO - 041234,1846
EL PASO - 041235,1944
EL PASO - 041236,1376
EL PASO - 041237,1353
EL PASO - 041238,1237
EL PASO - 041239,1817
EL PASO - 041240,1906
EL PASO - 041241,1894
EL PASO - 041242,2800
EL PASO - 041243,2566
EL PASO - 041244,2274
EL PASO - 041245,1792
EL PASO - 041246,1588
EL PASO - 041247,1117
EL PASO - 041301,995
EL PASO - 041302,2355
EL PASO - 041303,2010
EL PASO - 041304,2082
EL PASO - 041310,1671
EL PASO - 041311,1653
EL PASO - 041312,2133
EL PASO - 041313,1624
EL PASO - 041314,1647
EL PASO - 041315,1407
EL PASO - 041316,1513
EL PASO - 041317,2018
EL PASO - 041318,2111
EL PASO - 041319,1657
EL PASO - 041320,1678
EL PASO - 041321,1678
EL PASO - 041322,1438
EL PASO - 041401,1845
EL PASO - 041402,2370
EL PASO - 041403,1555
EL PASO - 041404,1672
EL PASO - 041405,1649
EL PASO - 041406,1781
EL PASO - 041407,2007
EL PASO - 041408,2508
EL PASO - 041409,1897
EL PASO - 041410,1988
EL PASO - 041411,2371
EL PASO - 041412,2166
EL PASO - 041413,2044
EL PASO - 041414,1924
EL PASO - 041415,2352
EL PASO - 041416,2645
EL PASO - 041417,2229
EL PASO - 041418,1712
EL PASO - 041419,1412
EL PASO - 041420,6385
EL PASO - 041421,1451
EL PASO - 041422,1545
EL PASO - 041423,1731
EL PASO - 041440,2204
EL PASO - 041441,1156
EL PASO - 041442,2620
EL PASO - 041443,1154
EL PASO - 041444,2610
EL PASO - 041445,2804
EL PASO - 041446,4124
EL PASO - 041447,1493
EL PASO - 041448,1334
EL PASO - 041449,1480
EL PASO - 041450,1672
EL PASO - 041451,1700
EL PASO - 041452,1661
EL PASO - 041453,1472
EL PASO - 041454,2831
EL PASO - 041500,333
EL PASO - 041501,1215
EL PASO - 041502,818
EL PASO - 041520,186
EL PASO - 041521,2336
EL PASO - 041522,1928
EL PASO - 041523,1480
EL PASO - 041524,1428
EL PASO - 041525,281
EL PASO - 041554,240
EL PASO - 041560,1817
EL PASO - 041601,1628
EL PASO - 041602,1759
EL PASO - 041603,1957
EL PASO - 041604,2458
EL PASO - 041605,2158
EL PASO - 041606,1612
EL PASO - 041610,2807
EL PASO - 041611,2707
EL PASO - 041612,2698
EL PASO - 041613,2290
EL PASO - 041614,2604
EL PASO - 041615,2175
EL PASO - 041616,2460
EL PASO - 041619,1667
EL PASO - 041620,792
EL PASO - 041621,2823
EL PASO - 041622,2474
EL PASO - 041623,2953
EL PASO - 041624,2815
EL PASO - 041625,2287
EL PASO - 041626,2442
EL PASO - 041627,1751
EL PASO - 041630,2065
EL PASO - 041631,688
EL PASO - 041632,2885
EL PASO - 041633,2054
EL PASO - 041634,2018
EL PASO - 041635,2060
EL PASO - 041636,2395
EL PASO - 041637,2380
EL PASO - 041638,2201
EL PASO - 041639,2726
EL PASO - 041640,1703
EL PASO - 041641,2077
EL PASO - 041642,2654
EL PASO - 041643,1564
EL PASO - 041644,1670
EL PASO - 041650,3262
EL PASO - 041651,4732
EL PASO - 041652,2141
EL PASO - 041653,272
EL PASO - 041721,1597
EL PASO - 041722,1817
EL PASO - 041723,2217
EL PASO - 041724,2436
EL PASO - 041725,2117
EL PASO - 041726,1410
EL PASO - 041727,2085
EL PASO - 041728,2101
EL PASO - 041729,2068
EL PASO - 041730,2035
EL PASO - 041740,1942
EL PASO - 041741,535
EL PASO - 041742,1213
EL PASO - 041743,1398
EL PASO - 041744,1164
EL PASO - 041745,242
EL PASO - 041800,11847
EL PASO - 041801,3296
EL PASO - 041802,2241
EL PASO - 041803,1729
EL PASO - 041804,1156
EL PASO - 041805,2420
EL PASO - 041806,1197
EL PASO - 041807,2620
EL PASO - 041808,2454
EL PASO - 041828,583
EL PASO - 041839,1180
EL PASO - 041901,965
ELBERT - 039001,1285
ELBERT - 039002,2042
ELBERT - 039003,1486
ELBERT - 039004,1743
ELBERT - 039005,830
ELBERT - 039006,1848
ELBERT - 039007,2017
ELBERT - 039008,844
ELBERT - 039009,1999
ELBERT - 039010,1582
ELBERT - 039011,1026
ELBERT - 039012,985
ELBERT - 039013,1082
ELBERT - 039014,1838
ELBERT - 039015,1098
FREMONT - 043001,1052
FREMONT - 043002,1405
FREMONT - 043003,1290
FREMONT - 043004,1236
FREMONT - 043005,929
FREMONT - 043006,840
FREMONT - 043007,3513
FREMONT - 043008,999
FREMONT - 043009,997
FREMONT - 043010,1322
FREMONT - 043011,1880
FREMONT - 043012,2897
FREMONT - 043013,1207
FREMONT - 043014,1109
FREMONT - 043015,967
FREMONT - 043016,1357
FREMONT - 043017,1158
FREMONT - 043018,1626
FREMONT - 043019,2100
FREMONT - 043020,1494
FREMONT - 043021,646
FREMONT - 043022,2030
FREMONT - 043023,468
FREMONT - 043024,935
FREMONT - 043025,223
FREMONT - 043026,644
FREMONT - 043027,4794
FREMONT - 043028,224
FREMONT - 043029,643
FREMONT - 043030,1141
GARFIELD - 045001,2408
GARFIELD - 045002,1765
GARFIELD - 045003,1939
GARFIELD - 045004,1560
GARFIELD - 045005,2270
GARFIELD - 045006,1227
GARFIELD - 045007,657
GARFIELD - 045008,1156
GARFIELD - 045009,1285
GARFIELD - 045010,2492
GARFIELD - 045011,1182
GARFIELD - 045012,1629
GARFIELD - 045013,1241
GARFIELD - 045014,1787
GARFIELD - 045015,1482
GARFIELD - 045016,2217
GARFIELD - 045017,1390
GARFIELD - 045018,660
GARFIELD - 045019,2011
GARFIELD - 045020,1497
GARFIELD - 045021,1837
GARFIELD - 045022,1954
GARFIELD - 045023,1309
GARFIELD - 045024,558
GARFIELD - 045025,1214
GARFIELD - 045026,2199
GARFIELD - 045027,1264
GILPIN - 047001,421
GILPIN - 047002,743
GILPIN - 047003,1275
GILPIN - 047004,640
GILPIN - 047005,888
GILPIN - 047006,900
GRAND - 049001,570
GRAND - 049002,1744
GRAND - 049003,1907
GRAND - 049004,869
GRAND - 049005,1159
GRAND - 049006,795
GRAND - 049007,1192
GRAND - 049008,980
GRAND - 049009,804
GRAND - 049010,1155
GRAND - 049011,639
GRAND - 049012,1120
GUNNISON - 051001,178
GUNNISON - 051002,589
GUNNISON - 051003,1125
GUNNISON - 051004,658
GUNNISON - 051005,1885
GUNNISON - 051006,989
GUNNISON - 051007,665
GUNNISON - 051008,971
GUNNISON - 051009,1255
GUNNISON - 051010,1808
GUNNISON - 051011,577
GUNNISON - 051012,319
GUNNISON - 051013,1210
GUNNISON - 051014,1325
GUNNISON - 051015,771
HINSDALE - 027001,818
HUERFANO - 055001,383
HUERFANO - 055002,919
HUERFANO - 055003,529
HUERFANO - 055004,1018
HUERFANO - 055005,187
HUERFANO - 055006,901
HUERFANO - 055007,271
HUERFANO - 055008,59
HUERFANO - 055009,924
HUERFANO - 055010,585
HUERFANO - 055011,108
JACKSON - 057001,404
JACKSON - 057002,73
JACKSON - 057003,162
JACKSON - 057004,62
JACKSON - 057005,435
JEFFERSON - 059001,161
JEFFERSON - 059002,1243
JEFFERSON - 059003,1171
JEFFERSON - 059004,1905
JEFFERSON - 059005,1670
JEFFERSON - 059006,1908
JEFFERSON - 059007,1960
JEFFERSON - 059008,1898
JEFFERSON - 059009,1507
JEFFERSON - 059010,643
JEFFERSON - 059011,1087
JEFFERSON - 059012,1692
JEFFERSON - 059013,1048
JEFFERSON - 059014,1363
JEFFERSON - 059015,496
JEFFERSON - 059016,2136
JEFFERSON - 059017,1113
JEFFERSON - 059018,1258
JEFFERSON - 059019,2040
JEFFERSON - 059020,1824
JEFFERSON - 059021,1764
JEFFERSON - 059022,1320
JEFFERSON - 059023,1803
JEFFERSON - 059024,1810
JEFFERSON - 059025,1194
JEFFERSON - 059026,2210
JEFFERSON - 059027,1448
JEFFERSON - 059028,1669
JEFFERSON - 059029,1693
JEFFERSON - 059030,2074
JEFFERSON - 059031,1157
JEFFERSON - 059032,1510
JEFFERSON - 059033,1784
JEFFERSON - 059034,1930
JEFFERSON - 059035,1148
JEFFERSON - 059036,2004
JEFFERSON - 059037,1073
JEFFERSON - 059038,1342
JEFFERSON - 059039,1510
JEFFERSON - 059040,1585
JEFFERSON - 059041,1008
JEFFERSON - 059042,1157
JEFFERSON - 059043,679
JEFFERSON - 059044,959
JEFFERSON - 059045,1010
JEFFERSON - 059046,1188
JEFFERSON - 059047,1166
JEFFERSON - 059048,1566
JEFFERSON - 059049,1057
JEFFERSON - 059050,917
JEFFERSON - 059051,1312
JEFFERSON - 059052,1581
JEFFERSON - 059053,1136
JEFFERSON - 059054,1282
JEFFERSON - 059055,623
JEFFERSON - 059056,1042
JEFFERSON - 059057,1675
JEFFERSON - 059058,1945
JEFFERSON - 059059,1401
JEFFERSON - 059060,600
JEFFERSON - 059061,1239
JEFFERSON - 059062,1662
JEFFERSON - 059063,1016
JEFFERSON - 059064,626
JEFFERSON - 059065,1474
JEFFERSON - 059066,1229
JEFFERSON - 059067,1324
JEFFERSON - 059068,816
JEFFERSON - 059069,651
JEFFERSON - 059070,1899
JEFFERSON - 059071,1656
JEFFERSON - 059072,2104
JEFFERSON - 059073,2109
JEFFERSON - 059074,1895
JEFFERSON - 059075,2196
JEFFERSON - 059076,1970
JEFFERSON - 059077,1674
JEFFERSON - 059078,1227
JEFFERSON - 059079,724
JEFFERSON - 059080,1039
JEFFERSON - 059081,1756
JEFFERSON - 059082,1385
JEFFERSON - 059083,731
JEFFERSON - 059084,2217
JEFFERSON - 059085,2285
JEFFERSON - 059086,1461
JEFFERSON - 059087,1064
JEFFERSON - 059088,3039
JEFFERSON - 059089,1553
JEFFERSON - 059090,3586
JEFFERSON - 059091,1679
JEFFERSON - 059092,1051
JEFFERSON - 059093,1880
JEFFERSON - 059094,1513
JEFFERSON - 059095,1541
JEFFERSON - 059096,155
JEFFERSON - 059097,356
JEFFERSON - 059098,966
JEFFERSON - 059099,1903
JEFFERSON - 059100,2002
JEFFERSON - 059101,2312
JEFFERSON - 059102,1208
JEFFERSON - 059103,1955
JEFFERSON - 059104,1317
JEFFERSON - 059105,1877
JEFFERSON - 059106,1904
JEFFERSON - 059107,1619
JEFFERSON - 059108,1256
JEFFERSON - 059109,1525
JEFFERSON - 059110,1634
JEFFERSON - 059111,1985
